Feat01,Feat02,Feat03,Feat04,Feat05,Feat06,Feat07,Feat08,Feat09,Feat10,Target
1,181912.81,7827.2944,29138,878.2369,78.70231,0.77385026,0.0,0.38692513,1.2566234,857
1,69451.54,6610.0283,13244,736.0707,221.44226,1.0810435,13.513043,0.4053913,1.247743,602
0,3991.68,1091.7955,14364,412.43182,39.704147,0.32042313,16.021156,0.16021156,1.2115586,189
1,62070.36,3710.99,0,412.92856,488.9242,0.2709982,13.549911,0.40649733,1.2472111,590
0,36484.37,3980.5068,17640,945.0,213.95534,0.5642509,0.0,0.42318818,1.2391845,441
1,274.56,1387.8021,12480,322.4903,119.12376,0.45726955,0.0,0.45726955,1.2227949,260
0,76676.16,3797.8784,0,889.8652,643.28815,0.7968742,13.281238,0.13281238,1.2510873,685
1,105861.47,11202.801,57920,0.0,821.13806,0.6403742,12.807484,0.12807484,1.257922,905
0,9290.16,1531.2651,18400,0.0,121.60818,0.15532583,15.532583,0.15532583,1.2186072,230
0,2269979.0,11729.968,62084,1661.8739,326.2315,0.12793064,0.12793064,0.12793064,1.2581302,913
0,263837.47,6939.7593,0,1335.674,425.27176,0.25703448,0.12851724,0.3855517,1.2572838,881
1,10732.293,1042.9978,10760,688.8512,137.9116,0.30327332,0.0,0.15163666,1.2239296,269
0,183987.8,4850.6533,72080,2551.4163,359.65125,0.25629508,0.0,0.12814754,1.2578173,901
1,8861.556,3217.8372,12206,1288.4161,331.2024,0.5811147,0.14527868,0.14527868,1.2331022,359
0,25567.543,49.126434,8256,481.87134,32.146572,0.6104112,0.0,0.4578084,1.2225357,258
0,127157.81,925.81274,45304,1279.9316,732.2145,0.12994103,0.0,0.38982308,1.2552297,809
0,75750.84,2082.7075,14208,716.42444,190.79774,0.14092796,0.0,0.42278385,1.2393789,444
0,42803.047,7517.416,17352,430.21854,548.33484,0.7912009,13.186681,0.13186681,1.2524514,723
0,14880.712,8077.4897,49392,497.64044,433.0137,0.5311466,0.0,0.13278665,1.2511244,686
0,50063.64,5025.319,41904,362.1381,457.6876,0.26129606,0.13064803,0.3919441,1.2542098,776
1,1637.13,2857.828,48400,688.7089,552.61127,0.54015887,0.13503972,0.13503972,1.2478739,605
0,330212.03,3305.4229,26124,549.81085,239.5724,0.3827309,0.0,0.3827309,1.2586404,933
0,43219.44,567.7939,24300,302.0927,467.97562,0.54857874,0.0,0.13714468,1.244837,540
0,1621930.1,3766.9143,26928,1610.6099,344.28632,0.13643084,0.0,0.13643084,1.2458669,561
1,78764.4,7969.3076,29160,1707.6299,449.68488,0.12992017,12.992017,0.38976052,1.2552599,810
1,3560.04,3137.9004,22320,327.88412,94.77815,0.28906354,0.14453177,0.14453177,1.2341797,372
0,1004640.56,5687.2754,31560,642.1713,332.13977,0.27528107,0.13764054,0.41292164,1.2441217,526
0,7907.207,15731.683,25956,886.0976,300.3608,0.659575,0.131915,0.131915,1.2523819,721
1,26509.867,2787.001,18592,771.3261,452.81213,0.40734577,0.13578191,0.13578191,1.2468032,581
0,3051.279,1565.673,57477,952.4374,11.425393,0.12944928,0.0,0.38834783,1.2559392,833
0,2538.338,3587.065,59232,968.7399,20.624777,0.1346825,0.0,0.1346825,1.2483892,617
1,31612.58,749.42944,11484,402.16043,432.27664,0.3814948,0.12716493,0.3814948,1.2592348,957
1,386.1,1796.3047,7650,480.0,189.32681,0.6234316,0.1558579,0.1558579,1.2178396,225
0,295022.4,5348.612,26740,401.73996,293.18454,0.25439754,0.0,0.12719877,1.259186,955
1,1232364.6,5384.479,38880,940.60406,861.9547,0.12883987,0.12883987,0.12883987,1.2568184,864
1,970690.0,3828.4844,51280,0.0,626.3281,0.40198153,0.13399385,0.13399385,1.2493827,641
1,860054.94,78.86325,14040,363.07025,77.117805,0.31882674,15.941337,0.15941337,1.2127101,195
1,154035.42,1344.291,6006,279.4244,286.97015,0.5605723,0.0,0.42042923,1.2405113,462
1,6086.916,5967.4287,38832,910.1736,298.8063,0.12994103,0.12994103,0.12994103,1.2552297,809
0,1516.086,567.9389,6696,163.65819,159.32538,0.6424932,0.1606233,0.4818699,1.2109646,186
0,40822.055,3279.8142,21248,819.939,73.0988,0.14694786,14.694786,0.44084358,1.230694,332
0,136734.36,6938.306,70290,1089.9087,45.033207,0.52215403,0.13053851,0.3916155,1.2543678,781
1,460.581,11495.315,17241,1031.5115,341.52078,0.12969288,0.0,0.12969288,1.2555877,821
0,438719.94,2326.4512,3322,442.3754,110.597664,0.9971283,0.16618805,0.49856415,1.2029364,151
0,122140.06,6181.7324,25326,1403.4956,61.802174,0.28585917,14.292958,0.14292958,1.2364912,402
0,1519016.0,3276.8372,22780,880.0682,629.6158,0.26640815,0.13320407,0.39961222,1.2505221,670
0,1994.883,523.15247,7686,432.88797,15.575779,0.48313177,0.16104393,0.48313177,1.2103578,183
0,1593056.8,440.99582,33975,1401.3405,433.25122,0.524472,13.1118,0.393354,1.2535317,755
0,1526.525,2340.6257,2450,370.40518,158.3165,0.4866349,0.0,0.4866349,1.2086731,175
0,53695.62,6928.3022,38070,2124.147,68.90518,0.26461333,13.230667,0.13230667,1.2518169,705
1,77600.16,7878.5874,54720,2146.6252,273.94217,0.39581746,0.0,0.39581746,1.2523471,720
0,80515.516,2846.7969,0,872.5824,778.81104,0.2583806,12.91903,0.1291903,1.2563128,846
0,125461.15,1754.7122,17310,816.708,81.54743,0.40772822,13.590941,0.13590941,1.2466192,577
0,100908.195,5155.849,26656,1309.0454,450.8496,0.697796,0.0,0.4186776,1.2413536,476
0,1441664.9,11138.512,18400,4853.0405,564.36957,0.38341728,12.780576,0.12780575,1.2583103,920
1,4245.648,4629.7437,17974,2087.862,270.4523,0.5587298,0.13968246,0.41904736,1.2411759,473
0,8841.591,2502.4658,26828,601.2254,91.67338,0.0,0.0,0.14563528,1.2325877,353
0,7134.908,6867.446,8684,0.0,90.53574,0.53302854,13.325714,0.13325714,1.2504456,668
0,4141.5,231.17838,4875,268.32816,66.64794,0.34315243,0.0,0.17157622,1.1951629,125
1,148153.0,322.36075,21294,457.8908,581.3419,0.25946784,0.12973392,0.12973392,1.2555286,819
0,640.288,598.61206,8840,699.71423,49.755238,1.0147725,16.912876,0.50738627,1.1986939,136
0,71771.04,1885.0352,30240,986.6306,236.919,0.14522,0.0,0.14522,1.2331868,360
1,62277.47,1634.595,0,1088.2794,215.6869,0.14119868,0.14119868,0.42359605,1.2389884,438
0,65028.965,5555.596,42912,1464.7866,149.49605,0.676568,0.13531359,0.13531359,1.2474788,596
0,184973.36,9076.883,50024,1395.7256,502.99524,0.38124216,0.0,0.38124216,1.2593564,962
0,85976.19,571.85626,12189,340.11176,147.33813,0.92643154,15.440525,0.46321577,1.2199353,239
0,4334.22,2830.6272,37810,1196.9962,14.7580805,0.57253665,14.3134165,0.4294025,1.236196,398
1,840804.4,2268.4282,39160,835.3203,623.4219,0.38504875,0.0,0.12834957,1.2575257,890
1,5563.58,6121.561,0,688.7089,209.25838,0.54015887,13.503972,0.40511918,1.2478739,605
1,2349.248,3640.5603,31808,333.6585,232.65811,0.27240083,0.0,0.13620041,1.2461994,568
0,192044.16,4835.787,25088,1496.663,352.28976,0.89767295,0.12823899,0.12823899,1.2576853,896
1,137539.25,4760.0103,23880,1974.943,640.915,0.13021512,13.021513,0.39064538,1.2548343,796
1,24152.04,1971.1299,7524,0.0,338.50632,0.4389295,0.14630984,0.4389295,1.2316146,342
0,2276.076,7882.898,0,272.5876,442.484,0.55202055,13.800514,0.13800514,1.2435957,516
1,6510.504,2820.656,24390,884.67395,196.65791,0.4112256,0.0,0.1370752,1.2449373,542
1,171418.03,6820.486,27778,1216.6655,204.21765,0.39502722,0.13167574,0.39502722,1.2527272,731
1,15675.088,2698.1448,4862,357.40454,50.988873,0.84610605,14.101767,0.42305303,1.2392496,442
1,43256.93,7248.4272,17664,916.29254,8.487536,0.41019762,0.13673253,0.13673253,1.2454317,552
0,318.054,649.33484,1708,662.7217,12.038935,0.17229435,0.17229435,0.516883,1.1941268,122
1,21444.28,2815.3445,11040,333.6465,61.91442,0.31065166,0.0,0.15532583,1.2186072,230
0,723450.2,3396.705,23478,624.57666,79.39545,0.298191,14.909551,0.1490955,1.2275957,301
0,14343.186,1500.6597,13740,1725.133,163.80696,0.31086203,15.543102,0.15543102,1.2184554,229
0,12652.024,591.8355,4256,149.92331,73.72833,0.6790769,16.976923,0.16976923,1.1977699,133
0,22405.68,10912.57,0,1288.6039,148.73718,0.12971339,0.0,0.38914016,1.2555581,820
0,58870.613,4236.5903,12380,895.66956,414.39258,0.4038715,0.13462383,0.13462383,1.2484739,619
1,1559.91,1429.5436,3260,165.97289,81.314804,0.3282051,0.16410255,0.49230766,1.2059451,163
0,275.825,6168.502,4675,0.0,342.7827,0.42540586,0.0,0.42540586,1.238118,425
0,93869.33,3719.688,20952,768.21094,248.3553,0.5146723,0.12866807,0.12866807,1.2570662,873
0,211496.36,5535.818,27753,1479.0,640.641,0.25857863,12.92893,0.38786793,1.25617,841
1,141468.0,5412.6753,32435,580.796,30.248121,0.41593844,13.8646145,0.41593844,1.2426709,499
0,13525.38,1347.3712,5265,987.6108,44.808586,0.5080204,0.0,0.5080204,1.1983889,135
1,7382.76,303.73563,31584,769.54535,54.79019,0.26705104,0.13352552,0.13352552,1.2500584,658
1,1794568.1,1664.765,14778,1117.4708,296.51813,0.38907865,12.969289,0.12969288,1.2555877,821
0,54150.523,4239.8765,9801,2537.218,377.80548,0.0,0.0,0.12833108,1.2575524,891
0,4099991.0,3791.473,12432,536.38794,809.4547,0.5135466,0.12838665,0.12838665,1.2574723,888
0,250838.62,587.7075,16240,228.47319,224.12022,0.15511723,0.0,0.15511723,1.2189082,232
1,1191416.9,3176.583,10612,584.03766,24.229712,0.72071695,0.14414339,0.43243018,1.2347401,379
1,34641.01,6392.787,13234,1804.8823,361.7121,0.27653155,13.826577,0.13826577,1.2432197,509
1,712278.06,2037.5002,12060,0.0,74.50726,0.42878875,0.14292958,0.14292958,1.2364912,402
0,1865144.5,12233.974,18879,1199.3331,665.7705,0.38455212,0.0,0.38455212,1.2577646,899
0,16641.625,1449.0378,4500,167.7051,39.25924,0.51472867,0.17157622,0.17157622,1.1951629,125
0,159823.66,10940.708,14560,971.3331,677.58984,0.26349416,0.13174708,0.13174708,1.2526242,728
0,533.082,992.5686,9594,1097.9071,222.17966,0.76860034,15.372006,0.15372007,1.2209239,246
1,448331.66,84.09338,9990,505.7114,103.65285,0.5254373,0.17514576,0.17514576,1.1900132,111
1,31194.14,504.4035,5694,799.127,203.84666,0.31303453,15.651726,0.46955177,1.2168883,219
0,683035.44,2594.7917,4284,371.0795,114.14811,0.33165088,16.582544,0.4974763,1.2034595,153
0,94474.5,6808.539,13695,0.0,38.013725,0.38379192,12.793064,0.38379192,1.2581302,913
0,114752.7,6421.4736,24618,1638.78,91.89031,0.787947,0.0,0.1313245,1.2532338,746
1,68067.12,3275.0325,9120,1323.2687,464.06516,0.52401847,0.0,0.13100462,1.2536954,760
1,100841.24,9255.148,22212,273.23434,97.744225,0.40404752,0.1346825,0.40404752,1.2483892,617
0,49079.844,4197.115,31725,0.0,347.44614,0.56758744,0.0,0.4256906,1.2379812,423
0,1343.529,544.092,9268,1000.63727,193.63567,0.29402605,0.0,0.4410391,1.2306001,331
0,3267.0,4869.22,7425,1067.9326,51.468117,0.41640308,0.0,0.41640308,1.2424475,495
0,110878.766,5651.9443,10836,834.2134,414.3059,0.13513044,13.513043,0.4053913,1.247743,602
0,4523.64,20179.604,11622,418.59766,760.7697,0.513103,0.12827575,0.38482726,1.2576323,894
1,1417498.1,5631.9272,26955,489.48953,163.71178,0.5408869,0.0,0.40566516,1.2476113,599
0,3212.55,9420.169,24750,1206.3582,646.38306,0.5184448,12.961119,0.1296112,1.2557056,825
1,132330.12,3864.7,16032,335.99405,274.84763,0.26651427,0.13325714,0.13325714,1.2504456,668
1,78523.1,9085.875,52704,2030.6649,409.40332,0.38054344,0.0,0.38054344,1.2596923,976
1,2230549.0,4312.132,12408,1424.921,107.77018,0.8179899,0.0,0.13633165,1.2460101,564
0,276592.44,7921.9507,23232,933.381,218.7123,0.5079215,0.0,0.38094115,1.2595011,968
0,63201.566,2717.6094,23364,433.08313,190.71878,0.26754305,0.0,0.40131456,1.2497035,649
0,63915.59,3207.3928,4824,842.09735,41.92567,0.14292958,0.0,0.42878875,1.2364912,402
0,25465.969,538.41034,36348,1648.5485,741.5382,0.12759443,0.0,0.3827833,1.2586151,932
0,1050.192,1276.7008,14040,324.7399,36.2549,0.16529319,16.52932,0.16529319,1.2042273,156
0,6068.601,849.10126,0,285.74115,15.01642,0.40869933,13.623311,0.1362331,1.2461522,567
0,171873.23,3494.729,0,775.65454,218.5329,0.12834957,12.834958,0.12834957,1.2575257,890
1,94918.21,3675.5654,14832,223.27562,397.35144,0.28485876,0.0,0.14242938,1.2372129,412
0,4662.416,7539.099,53808,1382.6062,729.8592,0.63693243,0.12738648,0.12738648,1.2589152,944
0,63316.54,673.0977,12558,207.4994,82.97039,0.5969754,0.0,0.44773155,1.2273817,299
0,106235.71,9850.051,33048,763.67535,580.3959,0.40139735,13.379912,0.40139735,1.2496637,648
1,169999.44,1066.732,14952,1039.8798,261.7797,0.27471033,0.0,0.13735516,1.2445334,534
0,14274.546,883.10333,7074,80.11866,107.4928,0.3404141,0.17020705,0.17020705,1.1971382,131
0,94903.086,7538.8286,29403,0.0,551.5,0.38499326,12.833108,0.38499326,1.2575524,891
1,1093657.0,4947.504,10752,0.0,77.54612,0.28774318,0.14387159,0.14387159,1.2351322,384
1,51788.35,296.99844,0,1944.4814,703.70135,0.515053,12.876324,0.12876324,1.2569289,868
0,21604.572,4206.4746,16020,457.52377,189.40454,0.15180846,15.180845,0.45542535,1.2236817,267
1,97857.14,5911.8433,29728,2316.4421,511.37372,0.25529388,0.0,0.12764694,1.2585394,929
1,159031.25,3113.0583,30822,2903.3342,54.949818,0.38267863,0.12755954,0.12755954,1.2586656,934
0,518119.12,4039.7488,7104,655.5852,139.17842,0.62473863,15.618466,0.15618466,1.2173682,222
0,42270.227,1966.299,13248,284.85785,28.967575,0.8539873,14.233121,0.14233121,1.2373545,414
0,3821.664,9076.494,25662,1436.4846,398.68277,0.5341021,0.0,0.40057656,1.2500584,658
1,192032.55,1969.8564,13512,854.19434,496.08545,0.40909392,13.636463,0.13636464,1.2459625,563
1,3153567.5,1442.9796,19540,750.16797,918.68805,0.0,0.12683134,0.38049403,1.2597162,977
0,87435.81,13206.51,54390,418.1208,472.40994,0.2612521,0.13062605,0.3918782,1.2542415,777
0,32559.385,3745.294,11814,0.0,93.061195,0.27449912,0.13724956,0.41174868,1.2446858,537
1,67490.28,3865.1973,9126,0.0,24.204494,0.0,0.0,0.13238136,1.2517091,702
0,11004.708,2339.5261,13728,1626.3235,25.429415,0.5442814,0.0,0.13607036,1.246387,572
1,46782.35,554.7013,5320,449.76993,112.39468,0.6790769,16.976923,0.16976923,1.1977699,133
0,102990.36,10073.957,37884,2522.7983,110.71802,0.51251733,0.0,0.38438797,1.2578435,902
0,32120.088,6243.197,8918,1060.0321,246.40678,0.67053163,13.410633,0.13410632,1.2492205,637
1,30820.943,963.1487,28644,874.972,28.090574,0.28276366,0.0,0.4241455,1.2387241,434
1,9719.325,740.3398,4522,0.0,67.94481,0.34607324,0.17303662,0.17303662,1.193056,119
1,113434.2,1251.2357,10110,771.0175,30.823717,0.58650315,0.0,0.43987736,1.2311587,337
1,1827540.8,1340.5492,31752,1000.094,282.53323,0.2724662,0.1362331,0.1362331,1.2461522,567
1,1261502.9,4430.059,20536,1327.1262,83.45485,0.13506989,0.0,0.4052097,1.2478304,604
1,29786.592,1977.3135,19296,2315.1675,81.96224,0.27456936,0.0,0.41185403,1.2446351,536
0,3203.013,3007.0251,9696,487.39307,55.23273,0.29789686,0.14894843,0.14894843,1.2278079,303
0,95067.28,6149.461,22440,0.0,121.73454,0.42332375,0.14110792,0.42332375,1.2391194,440
1,26156.404,10447.031,0,694.25354,97.49598,0.5284378,0.13210945,0.39632833,1.2521014,713
1,70054.25,1137.562,37737,1762.1624,521.11584,0.5408869,13.522172,0.40566516,1.2476113,599
1,17050.176,2175.3223,12960,0.0,273.2662,0.5899058,0.14747645,0.44242936,1.2299315,324
1,2536.072,1690.8768,0,588.6799,32.00385,0.64647657,0.16161914,0.48485744,1.2095279,179
0,58439.383,6540.453,11085,924.27484,690.8405,0.2629746,0.0,0.39446187,1.252999,739
1,136791.53,9729.412,31428,675.4909,71.339676,0.0,0.13575022,0.13575022,1.2468488,582
1,261068.0,2823.1853,23820,1275.1909,77.79116,0.14318573,0.14318573,0.42955717,1.2361217,397
0,4094.046,1143.9366,31320,342.70978,293.1354,0.55114126,13.778531,0.41335595,1.2439128,522
1,3889.776,1748.1691,9174,459.80322,59.83618,0.67402774,16.850693,0.16850694,1.1995909,139
1,333311.6,463.52258,3604,823.6504,51.019653,0.52971345,0.0,0.52971345,1.1879567,106
0,3884.672,6653.6636,45568,400.2499,678.54517,0.39640185,13.213394,0.39640185,1.252066,712
1,13853.268,734.36664,6048,394.9076,0.01635617,0.5279709,0.0,0.1759903,1.1887947,108
0,82059.78,1065.2502,6052,339.62332,331.93094,0.14545602,0.14545602,0.43636802,1.2328464,356
1,72145.164,2907.126,17765,656.39014,135.32368,1.1233956,0.0,0.16048509,1.211164,187
1,125963.2,1870.7251,8000,0.0,351.97018,0.42909464,14.303155,0.14303155,1.2363441,400
0,1507.22,1318.6705,6324,826.4333,171.87048,0.68802285,0.0,0.13760456,1.2441736,527
1,1303964.6,8838.784,37479,868.0,699.72217,0.63548756,12.709751,0.12709752,1.2593321,961
1,5757.444,3014.5098,6432,482.0332,78.77068,0.31729388,0.0,0.15864694,1.2138159,201
0,16362.918,3459.4688,10758,309.58682,216.33185,0.5561455,0.0,0.41710913,1.242108,489
1,1290.3,168.79436,6900,227.48627,3.289694,0.15532583,0.15532583,0.4659775,1.2186072,230
0,94071.98,6271.976,43680,1869.3314,256.2823,0.5477487,0.13693717,0.13693717,1.2451365,546
1,151629.48,3899.5425,69264,465.24188,562.35925,0.38124216,0.0,0.12708072,1.2593564,962
0,113741.21,5132.426,9581,570.1026,309.71713,0.52613664,13.153416,0.39460248,1.2529314,737
1,18354.799,400.2744,0,338.82147,273.37677,0.15016182,0.0,0.45048547,1.2260573,287
1,85212.53,4567.4,35120,754.28375,7.791665,0.5646129,0.0,0.14115323,1.239054,439
0,1260013.5,4918.082,5685,0.0,360.91663,0.72071695,0.14414339,0.43243018,1.2347401,379
1,37171.2,352.87482,9152,487.80325,75.16926,0.5827819,14.569548,0.14569548,1.2325009,352
0,108030.98,5419.7827,8224,952.2059,338.55554,0.2761583,0.0,0.13807915,1.2434889,514
0,26979.48,6928.065,24981,1568.2771,246.784,0.26214507,13.107254,0.39321762,1.2535974,757
0,96713.805,4103.3022,4994,1022.7492,105.92139,0.8429219,14.048698,0.14048699,1.2400151,454
1,3484892.2,6702.4863,42845,1953.74,489.9191,0.65291107,0.13058221,0.13058221,1.2543048,779
0,79819.23,5236.3374,36018,1162.1854,546.54236,0.2665675,0.0,0.39985126,1.2504072,667
0,26231.348,151.76576,12128,506.166,185.92307,0.14414339,0.0,0.43243018,1.2347401,379
1,192564.38,4432.884,22984,2140.7139,677.45483,0.38538334,0.0,0.38538334,1.2573649,884
0,1570761.1,6965.794,4437,865.94055,283.8927,0.4166372,13.887907,0.4166372,1.2423348,493
1,27975.947,7379.6875,37401,402.5804,345.74207,0.6356559,12.713118,0.12713118,1.2592835,959
0,18032.3,1159.2723,7150,148.22281,112.54387,0.34085867,0.0,0.511288,1.1968175,130
1,19737.035,3127.0654,15760,3087.8472,781.07434,0.13038664,0.13038664,0.3911599,1.2545869,788
0,156395.58,4010.361,35505,1685.3486,408.6947,0.39109522,0.13036507,0.39109522,1.254618,789
0,13145.561,1255.7286,6576,737.3961,21.532066,0.33783892,16.891947,0.16891946,1.1989958,137
0,11500.764,89.05163,3926,294.91693,14.698413,0.49856415,16.618805,0.49856415,1.2029364,151
1,199171.2,8531.564,22830,0.0,590.1635,0.5239282,13.098206,0.39294618,1.2537279,761
0,95938.48,6696.1343,47432,1320.0,323.46286,0.55694133,13.923533,0.13923533,1.2418209,484
1,3104.046,12574.178,24672,2499.0198,4.1647854,0.6537923,13.075847,0.3922754,1.2540505,771
1,2190.936,2208.9944,14475,111.13955,186.90706,0.15967579,15.967579,0.15967579,1.2123315,193
1,99830.875,5249.931,0,1238.931,668.8256,0.39314958,0.0,0.39314958,1.25363,758
0,11692.395,3561.1775,16590,337.86832,253.05841,0.28657869,14.328935,0.14328934,1.2359722,395
1,185739.84,3743.596,11808,1920.9373,447.6411,0.5343193,0.13357982,0.40073946,1.2499801,656
0,28931.309,2505.8582,50236,1542.5952,630.933,0.5337779,0.0,0.4003334,1.2501754,661
1,84539.45,6202.3696,24765,2267.9285,104.78987,0.1341629,13.41629,0.4024887,1.2491388,635
0,52045.84,487.956,6272,1306.7333,248.76518,0.57378423,0.0,0.14344606,1.2357461,392
1,13623.038,4047.9348,16606,1630.5546,93.27327,0.42373282,0.0,0.14124428,1.2389226,437
1,2500.652,1725.9849,4589,1221.2391,288.2099,0.14563528,0.14563528,0.43690583,1.2325877,353
0,4120604.8,11782.704,9570,464.03125,472.14194,0.6358246,12.716493,0.12716493,1.2592348,957
0,905.333,1625.8259,6760,143.0,83.210495,1.4682134,0.0,0.4894045,1.2073412,169
1,20265.047,2316.4653,23613,1506.2205,14.465221,0.28020126,0.0,0.14010063,1.2405726,463
0,1978607.4,3053.368,27183,633.61816,689.9422,0.530027,0.0,0.39752024,1.2515283,697
1,2191.64,2077.7458,8160,1329.9172,13.425454,0.79765034,13.294172,0.13294172,1.2509006,680
0,1030860.6,5645.0474,5400,0.0,469.30896,0.27038246,13.519123,0.4055737,1.2476553,600
1,21303.36,421.8044,3220,685.18317,139.25731,0.3288714,0.0,0.1644357,1.2054645,161
0,307938.34,1394.2008,6435,382.66434,33.350685,0.83852595,0.1677052,0.5031156,1.2007476,143
0,3203170.0,4965.039,61308,0.0,122.05139,0.13042985,0.0,0.39128953,1.2545246,786
1,675.906,1779.493,8151,375.87762,54.57354,0.78835326,0.15767066,0.15767066,1.2152244,209
1,1115811.6,5422.2246,55352,1198.2888,306.49088,0.38951123,12.983707,0.38951123,1.2553798,814
1,90144.914,6278.6514,0,2123.2993,374.6237,0.67239094,13.447819,0.40343454,1.248684,624
0,54704.926,4199.043,59675,2505.494,5.2186065,0.39201015,13.067005,0.13067006,1.254178,775
1,1070674.8,8205.702,26550,475.9832,555.6275,0.2568849,0.0,0.12844245,1.2573917,885
1,152192.4,9112.881,67590,1918.3065,144.94801,0.13120939,13.120939,0.13120939,1.2533998,751
0,1565463.2,3661.2605,15120,322.5523,203.01616,0.58088,14.521999,0.14522,1.2331868,360
0,134228.69,3734.282,20628,234.53784,371.05795,0.14397976,0.14397976,0.14397976,1.2349762,382
0,1127.984,1515.199,26520,1546.0712,193.17046,0.38538334,0.12846111,0.12846111,1.2573649,884
1,27212.428,3035.0674,50388,1120.6355,678.8466,0.12696373,12.696374,0.3808912,1.2595251,969
1,35685.44,4908.4717,63552,0.0,710.0223,0.63285285,12.657057,0.12657057,1.2600923,993
0,423468.8,1848.7756,0,743.3492,192.67218,0.13947758,0.13947758,0.41843277,1.2414714,478
0,88598.58,6128.4453,19342,248.17131,221.65587,0.27653155,13.826577,0.13826577,1.2432197,509
0,111647.38,5504.425,91238,1281.5162,902.1572,0.5104476,0.1276119,0.38283572,1.25859,931
0,16575.273,5705.8535,14310,851.7728,25.4813,0.27903667,0.0,0.13951834,1.2414126,477
0,58087.26,2258.0896,14112,380.9882,20.153875,0.91891646,0.0,0.15315275,1.2217424,252
0,23355.332,2597.943,13508,911.1136,104.88972,0.59463215,0.14865804,0.4459741,1.2282268,307
0,100933.97,1188.9302,9990,1733.5873,41.001926,0.7344147,0.0,0.14688294,1.2307878,333
1,48150.96,4082.1812,13728,494.5786,10.342267,0.8898112,0.14830187,0.4449056,1.2287407,312
0,305.448,1033.5973,0,149.87996,54.209064,0.9917591,16.52932,0.16529319,1.2042273,156
1,7727.544,3695.5603,37254,1131.7367,506.71603,0.25681046,0.0,0.12840523,1.2574455,887
1,535146.9,811.2724,43965,1500.3359,551.7124,0.50732535,12.683134,0.38049403,1.2597162,977
0,44876.547,3256.2239,20760,520.8301,20.783129,0.43818402,0.0,0.43818402,1.231973,346
0,150593.7,232.24559,23496,1220.27,921.1295,0.7607907,0.12679845,0.38039535,1.2597636,979
1,10203.6,10557.763,52564,1334.5381,469.14258,0.2614284,13.071419,0.39214256,1.2541144,773
0,9405.561,1090.4216,37912,1014.7497,533.32904,0.26603982,0.0,0.39905974,1.2507879,677
0,149477.33,2134.856,49776,1298.664,337.1462,0.52660817,0.13165204,0.3949561,1.2527612,732
0,81573.016,8945.187,8333,1721.6224,531.7689,0.2679877,0.13399385,0.13399385,1.2493827,641
1,95781.4,5947.737,11032,277.89206,249.12845,0.0,0.0,0.1433414,1.2358971,394
1,20857.838,4194.5283,4976,793.5836,261.50162,0.29674503,0.0,0.14837252,1.2286388,311
0,3017870.2,5412.8164,66612,1267.2115,56.46003,0.39083755,0.0,0.39083755,1.2547419,793
1,21679.658,604.8729,7098,182.0,11.941566,0.32626966,0.16313483,0.4894045,1.2073412,169
1,7626.267,3701.106,29055,1902.8137,201.98218,0.7039717,0.14079434,0.14079434,1.2395718,447
1,3963.96,1659.9236,23940,1168.1523,192.502,0.14204031,0.14204031,0.42612094,1.2377741,420
0,688024.9,370.72003,2618,694.9417,29.939957,0.331293,0.1656465,0.1656465,1.2037177,154
1,7782.192,517.9262,6120,471.3343,199.78941,0.15827493,15.827493,0.4748248,1.2143526,204
0,96499.26,8390.096,0,628.0605,135.6773,0.25963277,12.981638,0.38944915,1.2554096,815
1,731920.7,5225.779,29984,1101.9764,398.5616,0.89255166,12.750738,0.12750737,1.2587408,937
1,4130.28,726.2045,14304,776.82043,10.496256,0.44795552,0.1493185,0.44795552,1.227274,298
1,25087.92,1838.9357,23392,1557.9679,159.92752,0.8771107,0.0,0.14618511,1.2317945,344
0,6505.73,5367.315,10829,865.8522,718.7339,0.0,0.12944928,0.12944928,1.2559392,833
1,3533281.8,9118.41,77360,2114.5703,936.265,0.12699705,0.0,0.38099116,1.259477,967
1,42399.125,1414.7366,14742,583.26666,205.15254,0.57679325,0.14419831,0.43259493,1.2346609,378
0,66999.97,5031.36,7866,209.04546,172.98482,0.42373282,14.124427,0.14124428,1.2389226,437
1,95458.18,6111.1777,13392,1735.8572,655.32355,0.5174762,0.0,0.12936905,1.256055,837
0,23680.271,1348.9519,28896,260.24026,112.708855,0.74547756,0.0,0.1490955,1.2275957,301
1,211762.58,7406.0366,66900,982.8713,570.0497,0.39969176,0.0,0.39969176,1.250484,669
1,61.16,684.0338,9452,200.07999,100.38675,0.7544185,15.08837,0.4526511,1.2250159,278
0,8000.52,7350.537,48640,1157.8601,734.07916,0.52401847,0.0,0.39301386,1.2536954,760
0,87105.35,305.9057,5130,0.0,92.86894,0.55246514,13.811628,0.13811629,1.2434354,513
0,6394.465,8014.489,33320,682.9934,410.92267,0.40603304,0.13534434,0.13534434,1.2474344,595
1,24037.86,13239.274,24200,1598.7886,232.44061,0.54015887,0.0,0.40511918,1.2478739,605
0,39854.586,2799.0752,15132,315.16345,20.502542,0.57462966,14.365741,0.14365742,1.2354412,388
0,25004.629,3374.0964,13821,1070.035,156.8268,0.4543996,0.15146652,0.15146652,1.224175,271
0,178992.66,4343.397,38160,598.56494,112.401924,0.9624802,0.0,0.13749717,1.2443285,530
0,137405.56,4285.0547,7290,864.0,530.0566,0.2634465,13.172326,0.39516976,1.2526586,729
